"Time"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"G11"	"G12"	"G13"	"G14"	"G15"	"G16"	"G17"	"G18"	"G19"	"G20"	"G21"	"G22"	"G23"	"G24"	"G25"	"G26"	"G27"	"G28"	"G29"	"G30"	"G31"	"G32"	"G33"	"G34"	"G35"	"G36"	"G37"	"G38"	"G39"	"G40"	"G41"	"G42"	"G43"	"G44"	"G45"	"G46"	"G47"	"G48"	"G49"	"G50"	"G51"	"G52"	"G53"	"G54"	"G55"	"G56"	"G57"	"G58"	"G59"	"G60"	"G61"	"G62"	"G63"	"G64"	"G65"	"G66"	"G67"	"G68"	"G69"	"G70"	"G71"	"G72"	"G73"	"G74"	"G75"	"G76"	"G77"	"G78"	"G79"	"G80"	"G81"	"G82"	"G83"	"G84"	"G85"	"G86"	"G87"	"G88"	"G89"	"G90"	"G91"	"G92"	"G93"	"G94"	"G95"	"G96"	"G97"	"G98"	"G99"	"G100"
0.0	0.07616074163592171	0.6962590896039803	0.5467708328494939	0.13960290902011205	0.3370486661883103	0.28530304735859946	0.5550144786735624	0.7792140690113587	0.3571982738456426	0.6770149493004268	0.6578015451325079	0.2793242452722234	0.7945855592553512	0.501877976593612	0.5888777182056275	0.2715818473573802	0.5137055485232761	0.1282721660602178	0.12424273373175553	0.6136407826464362	0.4600513317763249	0.4691342988122852	0.13567185105313265	0.15263377233865805	0.4542431947386713	0.27169412008455757	0.4079897903242224	0.25696182361976816	0.3813430485234786	0.7579046275596493	0.37845435216731105	0.39575242824790857	0.22521775200079663	0.4660501441448433	0.33947575373818156	0.7468307047158739	0.1588000787353072	0.5970268455432156	0.5851206042581918	0.6379866903567771	0.4142629763558071	0.3880852297389979	0.7930315842935628	0.3886689608672831	0.519515528780602	0.7402856813594821	0.7064030675659962	0.5491719857065996	0.2908930158228843	0.7448425910394791	0.6602992130604052	0.43920798231112457	0.6694465835708716	0.735447536386795	0.39718269442738724	0.643927478302239	0.6951011576167635	0.0	0.660372444872993	0.32172117301956155	0.642282115926178	0.8703901632301755	0.20175108676288364	0.5139966296972637	0.3542947021050713	0.4159702037288193	0.49604185293241904	0.249614911618696	0.6699576431698292	0.0	0.47423380534737575	0.39435751276137815	0.5974273924152785	0.05973959890218443	0.6648254422638527	0.06603453903845719	0.43968152117339754	0.7899608047762349	0.08047629831893145	0.45220831878282997	0.24512728757272803	0.5189366693182608	0.2877566646307731	0.8227106962471501	0.6104940031237912	0.45332650373035427	0.050597078064197276	0.15093921698924248	0.5337627032842274	0.6984850738837667	0.4164656816784688	0.19651304077740975	0.7321630110304589	0.5635593612028647	0.5413582140102642	0.715446331968673	0.0023240562789947133	0.6301776619537849	0.6035675103691961	0.6155983649576242
10.0	0.0	0.6362960150751314	0.5534946259544764	0.1290420563854547	0.38711634833745245	0.266572432955565	0.5281223569072238	0.7320067040549286	0.5008984165192873	0.6246366958623434	0.47778530854310425	0.2350333115750611	0.7795468764042361	0.48397852441653794	0.5398017605810402	0.23807199836547832	0.7330425617344886	0.21263554369566015	0.30919283622274996	0.6611613718281443	0.4557637883146137	0.32179164322165427	0.1614913112128412	0.22344434736646346	0.37504541318499307	0.37805864157470814	0.5949853250362357	0.33438699200199845	0.258686313769285	0.6996794307231609	0.36181258592946214	0.4418566491635735	0.12800980741742146	0.416809396665394	0.3977759923229199	0.5806889154279046	0.07838842492489896	0.5375225285017979	0.6457758992683691	0.6471298410064109	0.4936359767002353	0.4136582166086878	0.7596954060726323	0.36435515448232764	0.594699805035136	0.8262757601067854	0.5065544055676051	0.4023237329895678	0.2673895637680999	0.684790984753672	0.741061585409897	0.41466814373957656	0.7333977953265857	0.8318177403353835	0.5430466437860619	0.5755300910773358	0.6112159290732673	0.14043599430412446	0.5441924455709799	0.33433005059819615	0.5933350478831703	0.5780186234007358	0.30946365856687214	0.48930460185764124	0.4105444601618203	0.36948398706128527	0.4915062771169097	0.20227066457963783	0.7518317354135914	0.20493121026756672	0.4319434596885697	0.4871846071599497	0.5751341833609859	0.15311100016647872	0.6680473125195456	0.3134821977997475	0.5722759337944672	0.7730527022974407	0.06496988887292614	0.4389564796368195	0.3033112951969403	0.4877694952854581	0.2714812461441949	0.7423402776105539	0.5218957301435564	0.4739126805905327	0.11308080777158397	0.16097452779011595	0.5401242215149166	0.43746664282093783	0.4355620910982616	0.2994116897290135	0.48580048146724925	0.5515181650010684	0.5427743638050716	0.7060982539813477	0.038311600692399264	0.59668823163833	0.5185124236456704	0.6730201245471584
20.0	0.07065800243914919	0.7630236564228161	0.6522279611387797	0.13153557281754677	0.4097345144684508	0.2066437302464284	0.5865669752251054	0.6863012008010964	0.5594476876536342	0.668616749391089	0.4746707043209501	0.2877706473763406	0.7370355834769741	0.4030789703508012	0.5177145234474282	0.14327699255918042	0.7611192964373996	0.19948167224764968	0.4059304964633133	0.7017723190136668	0.5141120208269239	0.19575432959072825	0.04224162636686705	0.3113358635027098	0.33091420568307	0.5108619080900663	0.6189571340432122	0.3514799565701105	0.42422845133831844	0.8093488465467779	0.4650151137476627	0.41690860053373635	0.0778359880652387	0.5137292129968436	0.3100727854545242	0.38890970230356897	0.20515052402027825	0.5930721478071056	0.639663059713249	0.6964421493516183	0.30235806919637415	0.4892590902993507	0.8597091334971763	0.3501189249551084	0.6137036374035194	0.7578913360090562	0.37559664985943064	0.44154860660724454	0.43920015982790783	0.774588392812632	0.7996158846052576	0.33126642315659577	0.770084074717853	0.8105752204126898	0.6051335781488691	0.48791536951651887	0.7486853575049764	0.15953824245540588	0.44844630641467154	0.38075507447472784	0.4671017406192323	0.5542609440532277	0.37714095108685347	0.4967310909293531	0.5045868366373499	0.42583998207279117	0.5213632022673554	0.11365193789342111	0.8621138683449101	0.32424750384035644	0.4935920006534198	0.5345229815693828	0.592400727685884	0.1355186782712399	0.6702624640326251	0.5038708289525807	0.47461881066624084	0.7420401001950357	0.3352467035904122	0.4617183727565117	0.3473191776121631	0.5314679832683035	0.3984982998888324	0.6595419742945398	0.5150643797229693	0.47481082484831133	0.1551061605902407	0.11025197424380137	0.5735474192726302	0.28760299177614823	0.5364159291515366	0.30597049711525093	0.49395225798608416	0.5987778481097309	0.6276549896145753	0.6875620430418388	0.14534863873299073	0.5171236369894708	0.4677007189386955	0.5964193279174731
30.0	0.048087967890485514	0.7969429897372164	0.6745559258350032	0.21764239991491274	0.41003902326117536	0.21578660664366253	0.5768373152316459	0.6720720496735085	0.5977333326480617	0.6197522401967944	0.4378992892369299	0.3531640118095926	0.7544858528192291	0.4828916974048066	0.4897837269754618	0.13832005194355618	0.7626471510857078	0.22552771695877616	0.47743805762613434	0.6060125007348234	0.5801579058563185	0.19345976952440716	0.07137182496435394	0.3107155656780776	0.20730776592302588	0.5041497361517737	0.6852802924572774	0.28855222952263404	0.42214016393947873	0.8208576295099157	0.5277485069765128	0.38980352676628743	0.0348749540655883	0.30646406459422615	0.43326919242399375	0.3485058066859841	0.24734753063792841	0.566064997949742	0.6787539218222971	0.7221196001394575	0.30824341740525557	0.5580725333463524	0.7574064139966766	0.3343294577779066	0.6445199930805651	0.7353571783919745	0.33360946740399616	0.287534224298043	0.4328743969702854	0.7673494579119201	0.7098044060439923	0.403023534536116	0.7632169139600796	0.7956766499034955	0.7233501413157283	0.4898849979646066	0.8464395474039191	0.23529762945347957	0.3148442751500077	0.33734470338426475	0.3911342879993409	0.7121315899648144	0.39813247108615807	0.48039880243405436	0.6062432937569529	0.4570442578621734	0.5459508902870649	0.19007734386825223	0.7671424375470061	0.428406217331793	0.4143995010689147	0.5679039260883756	0.5160443292154615	0.06056607572309421	0.7031979465899254	0.554805521765332	0.4052017886933606	0.781016559420565	0.27178847235906506	0.4619136585369718	0.23036354378136595	0.505448942553581	0.3791476103199534	0.589611186237625	0.527423792952386	0.4833667560344553	0.32027810902014825	0.07875512643219924	0.4354689722296338	0.26160554598696006	0.6163172430683154	0.28700410945040405	0.27754061666718344	0.6058357906584039	0.5311983999749487	0.7054207734191243	0.16764270329636613	0.5139641025414148	0.3825426998489287	0.7244782018590598
40.0	0.050083693016960314	0.765538296006512	0.6474187257560765	0.14565467726373474	0.4323537100910612	0.07067077135975808	0.45923927200706083	0.51431237596688	0.6772741133242381	0.5672090849935646	0.5124720544585781	0.3421287843481987	0.8347190592963598	0.4018862687162711	0.490205756946808	0.14848942597133286	0.8231874251483331	0.27867175675644495	0.5613437921158304	0.6479542684482733	0.6725329662363543	0.06339021899942163	0.020543900594948497	0.3629072746685959	0.2347360925403054	0.6298018311154017	0.6882421083135108	0.40174705063978	0.4825286891775413	0.8842453760655542	0.45422051828412274	0.3867131881800544	0.0023755661979673573	0.21766807237473132	0.4048760021697159	0.2613359635638063	0.153455270724645	0.5561014825548538	0.7504594819471457	0.7568790768580336	0.31434542897977047	0.6154333680210138	0.775993082087293	0.3203621209786801	0.6582778258755371	0.7731092111403601	0.28145251673704674	0.31595719663481964	0.4899633286019536	0.7911817443831745	0.7411510432649389	0.3299530766882187	0.8135619883799687	0.8410733690636962	0.7035815728063574	0.42742256891745595	0.7610423761469942	0.21389981350560824	0.27966587410246696	0.4298122460569144	0.23479930287744288	0.5620308182774683	0.4528566906859328	0.40292028445995887	0.68213656232427	0.41320526119187206	0.573229616359999	0.11290843140317432	0.7475115270482028	0.47052554909131294	0.4353439855800151	0.6252460450601643	0.5313687574127363	0.14515592973958966	0.7796182348749924	0.6428376797669095	0.4366293940695289	0.7438019583942084	0.34543071712169077	0.35463084036334247	0.15860308063882547	0.45382913846309314	0.36174190769012915	0.6013241094219893	0.4746505166229294	0.39901586499790176	0.35865224653939337	0.13633457983547612	0.4421895744367158	0.2494963613050856	0.5875734964454511	0.3377056244564982	0.30975987790441445	0.5791711233187675	0.6131272150712256	0.68235510838374	0.20760402281000373	0.46620476262376037	0.27726561899199703	0.6820200022120969
50.0	0.03690258259780788	0.8169207921489726	0.7434577254913074	0.17535801143730767	0.3966305251053635	0.13995320207758347	0.6255840765802528	0.5390651600755342	0.654260863464951	0.673414827719097	0.46003622899830027	0.33821513129060465	0.7727594663397381	0.2568096546945934	0.5105559313692428	0.12178270691353739	0.7925371395109686	0.296430246672762	0.6653703243551422	0.7029117122841905	0.5903972795174003	0.15868568154204024	0.0	0.43074003459793186	0.17567587947566066	0.5407504234766821	0.5918609828874555	0.3720378950216769	0.48420769197879854	0.8206137495235164	0.47234465237248335	0.3243134441541574	0.05875261601853638	0.22025413733031352	0.43163350369773856	0.2619488054268017	0.12130301974089888	0.6341170493059561	0.7949694633980983	0.7720362767224225	0.2577387255631851	0.5877748834758381	0.7829395744234606	0.30551813968457514	0.585975912260111	0.7900073235518181	0.2508525145020935	0.2833794065283273	0.4490730603931547	0.8333047767368605	0.7926099340152776	0.3309923216154813	0.823947960647676	0.7955545428950976	0.7146940618431995	0.46677150019087454	0.7815091761658863	0.18249207567075568	0.25398200661241055	0.4086163201613516	0.24691947576234782	0.5749156236790363	0.4462574310944884	0.42369450003756953	0.5702161736096213	0.4744295005139332	0.7004997956443896	0.19411679756584993	0.8538250582424445	0.49124824608041184	0.3034493629624143	0.7121122864803856	0.48600703964820613	0.1286805071755935	0.6355845764434536	0.6954305171550106	0.4554835660751356	0.6651809524912958	0.41427539900684734	0.4718199637572101	0.26768071445760305	0.45356909988269306	0.365576882684752	0.5986602334538804	0.4946677103901534	0.4892693349014511	0.39605706183902795	0.08951719275426048	0.4643859602457269	0.1554297437450529	0.5773547024679442	0.3965633758054999	0.26619564163148635	0.6739185467934095	0.6801062969529778	0.6837624242534701	0.21840245844559247	0.4581511626990908	0.20459423940669227	0.7206083135764441
60.0	0.0	0.8193144651599699	0.759754146967936	0.18093996019526395	0.47906241199189953	0.057150269531134654	0.483235906301536	0.5111460886843708	0.6394309505989749	0.631946402113228	0.4114579286701775	0.39095736219609717	0.8153484514048497	0.38412407652435704	0.43301193685075107	0.1000739852318052	0.7156643274441302	0.29283827335180046	0.6261129832482192	0.6758667063255074	0.5594990614102531	0.12485745207729113	0.011893215214265302	0.5141950746505553	0.1406297164281801	0.5809439915729677	0.7017614155101909	0.38336057259946976	0.43866682328074097	0.84637242419835	0.41701735953994173	0.34316091383837166	0.020256672439563302	0.21956368009240443	0.42896762345748296	0.2441821494775077	0.18174537503634122	0.5047121976756834	0.7608659205638185	0.7668745091165521	0.30248164281864276	0.6118902595904764	0.7481805216251897	0.19292631595434814	0.5976381217867807	0.7442176278073234	0.2153874149061178	0.2980406863499289	0.5745371714345627	0.8266510879568368	0.8408040600107586	0.39213906495980644	0.851828267996336	0.7885547032361744	0.8325251590299007	0.4265265016447363	0.7550174617442305	0.2550660738884215	0.2667536281815469	0.40047706371164304	0.13039706638917853	0.5574552337730306	0.5142315329503238	0.42161405893117826	0.6706678385396966	0.37744656205300303	0.5846486836698963	0.06729731697716443	0.81961247874417	0.41940751091208583	0.2717459740537657	0.7326447800521493	0.42734390354019375	0.13640250086816944	0.7391102596725017	0.7089326040304041	0.5127195072365909	0.7934696117646759	0.3424948909908154	0.4719065358461777	0.18799647890110452	0.4501351849249681	0.40230202588124886	0.5298886670850756	0.4165787221856696	0.5115484802952814	0.4831978135513529	0.15673901208570803	0.5106106975122485	0.14190627877680015	0.7360443513020709	0.4606053349770834	0.21174794935364186	0.6076806092335202	0.5695336753553748	0.7484550783471514	0.36661250394009864	0.40703347897219494	0.14139694125763025	0.7938755413364286
70.0	0.0608496771164094	0.812369042215715	0.6935408112458663	0.16103349981819595	0.4025676711603689	1.4168656142916585E-4	0.6178062801980633	0.5308494212157742	0.7568450510095861	0.6790154267676954	0.4374703236005714	0.32619619533124533	0.8147718075780767	0.4519263043492678	0.5140202981740442	0.11128740092722995	0.7876380451150642	0.39247056986339085	0.7397017973619321	0.6734781817909846	0.6604461985980857	0.0	0.08548824071043219	0.48134345308957094	0.146416067556659	0.5897180055060086	0.705710894177319	0.3614955505882759	0.47918143697782095	0.7788054935798095	0.42861352419184656	0.370236829773658	0.08224530741551274	0.19299452814329518	0.4888491003579048	0.15730216416259274	0.02476704787557452	0.6051635472990627	0.8116140846353622	0.7945987308579006	0.2200894860407371	0.6524266353003942	0.8087176148874817	0.28353266910068486	0.6021732608647176	0.7532887628732079	0.15993977656662803	0.2851968374926319	0.5155612406026804	0.8203037629286044	0.8544744109668335	0.20574388949350988	0.8124134321028269	0.7833366761975913	0.773292060379246	0.40796599318840626	0.7931514066106827	0.2549593809511972	0.16960587432400887	0.4911531474680253	0.2707190548518203	0.5135401057284453	0.41054191707022775	0.3088995032871435	0.7799779995917587	0.46123296725276125	0.6070814991075741	0.10233300326437202	0.7205089763727083	0.40903143859073987	0.23725352111835327	0.7008803098895814	0.4621163718090781	0.15283816066951242	0.7459979596671235	0.6830300931127767	0.4470841750531238	0.6779414027173983	0.36535367215927467	0.4021441964778953	0.23209863456978425	0.4960445991301589	0.3909059955030112	0.5956565777860527	0.42635042627726916	0.5232744435898591	0.49614015926296495	0.16334544028840903	0.5877067039648101	0.12780037097978425	0.6563334662705831	0.351858296394549	0.20124980670053222	0.6261079970849731	0.6644236290936265	0.7105993694583711	0.3312692218396415	0.4025207862235466	0.19161628957514382	0.743169101573987
80.0	0.0	0.7700997094230838	0.7948970182211016	0.1275216856810672	0.45411844929623923	0.09172937720814232	0.6062644768106744	0.46936089863422437	0.7229316416830935	0.6214500801215335	0.4276862851207502	0.39515873849723604	0.7680673140386364	0.4354292157670418	0.4794530707470484	0.11566849242090867	0.8570934392191285	0.3803474306862773	0.7373290679101838	0.7304115007952203	0.668221940988948	0.05047740947863761	0.07960216423308325	0.5110225858399455	0.1610348516900535	0.580825264680468	0.7191331004316656	0.3769163423787991	0.48086958419001147	0.9183553994787802	0.41516513659380627	0.399105252701406	0.12169445972829566	0.12494515447329253	0.4640393167810227	0.1565904239462726	0.1672822879364896	0.6092192407990435	0.798066730254028	0.8231785326823342	0.3004830832682647	0.6563406400244314	0.8656403060210073	0.344184082822858	0.7071948969574107	0.7950738030033566	0.15132042208951882	0.17917709146977392	0.6036399268868556	0.7742281543821864	0.8462190811257274	0.23953808461625026	0.7797459358894334	0.843898309676296	0.7791234918246583	0.41163132018683335	0.7988986956566693	0.21613787264950268	0.21696186617557822	0.47872079287685065	0.2167166283580274	0.5636771086529783	0.4968999553780039	0.4373473685171445	0.7230277252899834	0.43218218241132056	0.6145048391580892	0.03286367092953392	0.8838577338345539	0.4720872934871847	0.2730589176340216	0.7805394221207062	0.4636972857873821	0.17478916641656653	0.8076739873374844	0.7716299226984209	0.44735718757998466	0.683929253591957	0.4115002101748156	0.3905791104973872	0.1809536184559113	0.4245696919116374	0.33238036941576127	0.49601399027527465	0.45697922232671134	0.4719558796770031	0.4186845311717862	0.16102428056400156	0.46881205955777727	0.08888938046151383	0.7885160911823863	0.44807976374929603	0.23527871441402634	0.6447616367824962	0.6223426452038149	0.6982946766450036	0.3426598012863324	0.43681911476035606	0.09547666654370725	0.8275727847724618
90.0	0.0	0.8638577963448368	0.8121669434421763	0.21236890338681919	0.3763427625820273	0.09385477615777532	0.5072289367514793	0.46342879229046074	0.7661785165962054	0.5999902903186252	0.45116751810709027	0.3442179148813379	0.8504049460452464	0.40608618994276346	0.4690551966418359	0.08726923913923565	0.7471583463902569	0.26861943565823515	0.7202270310156551	0.6345636107100433	0.6328279599409784	0.06563164438251802	0.028676915581528874	0.4746667757076872	0.09555698202937378	0.5246465471415718	0.6912800760042777	0.34808521303459217	0.48659458357750457	0.8647654245199129	0.49060373106734784	0.4571034708780071	0.10884047530007705	0.13155571885423906	0.44763975757344476	0.12129673338326302	0.16954143758923906	0.5262740733235427	0.8276802604241835	0.800275999838604	0.23413970755188082	0.663860298130668	0.8139150215376285	0.2441965052427229	0.7708146994090835	0.9239413207191954	0.07534722866365724	0.259217458641112	0.5511584858799432	0.8089865238192715	0.7755898534843713	0.27210733550779387	0.8443478669606348	0.8383317191438556	0.8463886579214189	0.4254043625163181	0.819394851620974	0.1903892108932857	0.22586271823210585	0.4410994870060154	0.07083408977523074	0.6184192560969654	0.5307037652821476	0.465599378396877	0.6552671637335461	0.4541616711981141	0.6261163584591777	0.04212034455935822	0.8366004933072256	0.3624676619061364	0.23309572500466338	0.8644620998917097	0.427783113514718	0.2334940878286942	0.8146745216479302	0.8129282492794019	0.5048030709391239	0.5998640700689557	0.40181862319998557	0.4320099166288288	0.19975021403487805	0.39710065875383993	0.4465737802187105	0.520098576159937	0.48077991194377895	0.49347888958956765	0.467547149735152	0.14721850182004975	0.5438389148736684	0.08005241807339512	0.7084676520873631	0.5027147422274058	0.22188361192350933	0.6174428865522577	0.6218033577003691	0.7400910651410995	0.3222430370764034	0.4027124732376015	0.10199692658938601	0.7685429556980526
